Index,Substrate,Photocatalyst,Organocatalyst,File name,AR,ee (IM-MS),,
1236,S9,P9,L4,S9-P9-L4,1.73 ,-46.31%,,
1237,S9,P9,L5,S9-P9-L5,0.22 ,-20.64%,,
1238,S9,P9,L6,S9-P9-L6,0.11 ,-7.75%,,
1239,S9,P9,L7,S9-P9-L7,0.80 ,-21.55%,,
1240,S9,P9,L8,S9-P9-L8,0.19 ,-19.57%,,
1241,S9,P9,L9,S9-P9-L9,0.94 ,-26.18%,,
1242,S9,P9,L10,S9-P9-L10,0.39 ,-36.02%,,
1243,S9,P9,L11,S9-P9-L11,0.07 ,-22.33%,,
1244,S9,P10,L1,S9-P10-L1,0.07 ,7.17%,,
1245,S9,P10,L2,S9-P10-L2,0.35 ,38.13%,,
1246,S9,P10,L3,S9-P10-L3,0.07 ,29.32%,,
1247,S9,P10,L4,S9-P10-L4,0.29 ,-40.58%,,
1248,S9,P10,L5,S9-P10-L5,0.02 ,-19.75%,,
1249,S9,P10,L6,S9-P10-L6,0.09 ,12.30%,,
1250,S9,P10,L7,S9-P10-L7,0.25 ,-11.38%,,
1251,S9,P10,L8,S9-P10-L8,0.09 ,-4.74%,,
1252,S9,P10,L9,S9-P10-L9,0.29 ,-17.69%,,
1253,S9,P10,L10,S9-P10-L10,0.18 ,-41.81%,,
1254,S9,P10,L11,S9-P10-L11,0.04 ,-14.12%,,
1255,S9,P11,L1,S9-P11-L1,0.13 ,1.88%,,
1256,S9,P11,L2,S9-P11-L2,0.58 ,44.02%,,
1257,S9,P11,L3,S9-P11-L3,0.24 ,50.23%,,
1258,S9,P11,L4,S9-P11-L4,0.96 ,-49.99%,,
1259,S9,P11,L5,S9-P11-L5,0.25 ,-20.04%,,
1260,S9,P11,L6,S9-P11-L6,0.13 ,6.38%,,
1261,S9,P11,L7,S9-P11-L7,0.43 ,-16.41%,,
1262,S9,P11,L8,S9-P11-L8,0.14 ,-16.18%,,
1263,S9,P11,L9,S9-P11-L9,0.50 ,-21.84%,,
1264,S9,P11,L10,S9-P11-L10,0.56 ,-50.96%,,
1265,S9,P11,L11,S9-P11-L11,0.06 ,-30.18%,,
1266,S9,P12,L1,S9-P12-L1,0.12 ,4.23%,,
1267,S9,P12,L2,S9-P12-L2,0.44 ,41.71%,,
1268,S9,P12,L3,S9-P12-L3,0.40 ,52.52%,,
1269,S9,P12,L4,S9-P12-L4,1.26 ,-48.05%,,
1270,S9,P12,L5,S9-P12-L5,0.13 ,-22.40%,,
1271,S9,P12,L6,S9-P12-L6,0.15 ,5.02%,,
1272,S9,P12,L7,S9-P12-L7,0.73 ,-20.33%,,
1273,S9,P12,L8,S9-P12-L8,0.15 ,-18.98%,,
1274,S9,P12,L9,S9-P12-L9,0.57 ,-26.27%,,
1275,S9,P12,L10,S9-P12-L10,1.03 ,-62.27%,,
1276,S9,P12,L11,S9-P12-L11,0.04 ,-41.70%,,
1277,S9,P13,L1,S9-P13-L1,0.04 ,-2.61%,,
1278,S9,P13,L2,S9-P13-L2,0.30 ,35.80%,,
1279,S9,P13,L3,S9-P13-L3,0.22 ,38.78%,,
1280,S9,P13,L4,S9-P13-L4,0.68 ,-55.51%,,
1281,S9,P13,L5,S9-P13-L5,0.09 ,-29.70%,,
1282,S9,P13,L6,S9-P13-L6,0.12 ,4.54%,,
1283,S9,P13,L7,S9-P13-L7,0.21 ,-17.19%,,
1284,S9,P13,L8,S9-P13-L8,0.04 ,-15.73%,,
1285,S9,P13,L9,S9-P13-L9,0.24 ,-21.36%,,
1286,S9,P13,L10,S9-P13-L10,0.64 ,-58.03%,,
1287,S9,P13,L11,S9-P13-L11,0.03 ,-25.62%,,
1288,S10,P1,L1,S10-P1-L1,0.95 ,0.40%,,
1289,S10,P1,L2,S10-P1-L2,2.06 ,46.89%,,
1290,S10,P1,L3,S10-P1-L3,1.57 ,70.77%,,
1291,S10,P1,L4,S10-P1-L4,5.66 ,-71.06%,,
1292,S10,P1,L5,S10-P1-L5,1.54 ,-2.37%,,
1293,S10,P1,L6,S10-P1-L6,0.32 ,44.67%,,
1294,S10,P1,L7,S10-P1-L7,2.49 ,-15.46%,,
1295,S10,P1,L8,S10-P1-L8,1.05 ,-8.27%,,
1296,S10,P1,L9,S10-P1-L9,2.46 ,-22.26%,,
1297,S10,P1,L10,S10-P1-L10,0.58 ,-41.60%,,
1298,S10,P1,L11,S10-P1-L11,0.17 ,-3.10%,,
1299,S10,P2,L1,S10-P2-L1,0.74 ,2.58%,,
1300,S10,P2,L2,S10-P2-L2,1.33 ,45.60%,,
1301,S10,P2,L3,S10-P2-L3,0.58 ,59.66%,,
1302,S10,P2,L4,S10-P2-L4,4.28 ,-52.92%,,
1303,S10,P2,L5,S10-P2-L5,1.17 ,-24.82%,,
1304,S10,P2,L6,S10-P2-L6,0.17 ,-8.25%,,
1305,S10,P2,L7,S10-P2-L7,1.85 ,-19.14%,,
1306,S10,P2,L8,S10-P2-L8,0.82 ,-18.79%,,
1307,S10,P2,L9,S10-P2-L9,2.70 ,-22.82%,,
1308,S10,P2,L10,S10-P2-L10,0.46 ,-27.48%,,
1309,S10,P2,L11,S10-P2-L11,0.46 ,-14.14%,,
1310,S10,P3,L1,S10-P3-L1,0.19 ,0.61%,,
1311,S10,P3,L2,S10-P3-L2,1.03 ,32.82%,,
1312,S10,P3,L3,S10-P3-L3,0.30 ,32.01%,,
1313,S10,P3,L4,S10-P3-L4,3.74 ,-56.70%,,
1314,S10,P3,L5,S10-P3-L5,1.23 ,-23.14%,,
1315,S10,P3,L6,S10-P3-L6,0.22 ,-7.18%,,
1316,S10,P3,L7,S10-P3-L7,1.66 ,-24.53%,,
1317,S10,P3,L8,S10-P3-L8,0.76 ,-15.21%,,
1318,S10,P3,L9,S10-P3-L9,1.98 ,-22.31%,,
1319,S10,P3,L10,S10-P3-L10,0.32 ,-30.50%,,
1320,S10,P3,L11,S10-P3-L11,0.34 ,-10.46%,,
1321,S10,P4,L1,S10-P4-L1,0.17 ,2.98%,,
1322,S10,P4,L2,S10-P4-L2,1.51 ,38.00%,,
1323,S10,P4,L3,S10-P4-L3,0.18 ,33.12%,,
1324,S10,P4,L4,S10-P4-L4,1.58 ,-52.84%,,
1325,S10,P4,L5,S10-P4-L5,0.65 ,-16.84%,,
1326,S10,P4,L6,S10-P4-L6,0.23 ,3.36%,,
1327,S10,P4,L7,S10-P4-L7,1.18 ,-22.49%,,
1328,S10,P4,L8,S10-P4-L8,0.49 ,-13.63%,,
1329,S10,P4,L9,S10-P4-L9,1.35 ,-22.06%,,
1330,S10,P4,L10,S10-P4-L10,0.44 ,-38.96%,,
1331,S10,P4,L11,S10-P4-L11,0.43 ,-12.04%,,
1332,S10,P5,L1,S10-P5-L1,0.25 ,8.00%,,
1333,S10,P5,L2,S10-P5-L2,1.14 ,41.26%,,
1334,S10,P5,L3,S10-P5-L3,0.30 ,48.77%,,
1335,S10,P5,L4,S10-P5-L4,2.94 ,-59.83%,,
1336,S10,P5,L5,S10-P5-L5,0.76 ,-21.46%,,
1337,S10,P5,L6,S10-P5-L6,0.16 ,-4.70%,,
1338,S10,P5,L7,S10-P5-L7,2.30 ,-25.34%,,
1339,S10,P5,L8,S10-P5-L8,0.83 ,-16.43%,,
1340,S10,P5,L9,S10-P5-L9,3.24 ,-24.01%,,
1341,S10,P5,L10,S10-P5-L10,0.26 ,-28.48%,,
1342,S10,P5,L11,S10-P5-L11,0.50 ,-9.11%,,
1343,S10,P6,L1,S10-P6-L1,0.67 ,0.19%,,
1344,S10,P6,L2,S10-P6-L2,2.31 ,37.65%,,
1345,S10,P6,L3,S10-P6-L3,0.57 ,48.82%,,
1346,S10,P6,L4,S10-P6-L4,3.33 ,-60.47%,,
1347,S10,P6,L5,S10-P6-L5,1.04 ,-25.51%,,
1348,S10,P6,L6,S10-P6-L6,0.21 ,-7.01%,,
1349,S10,P6,L7,S10-P6-L7,2.20 ,-25.19%,,
1350,S10,P6,L8,S10-P6-L8,0.57 ,-17.07%,,
1351,S10,P6,L9,S10-P6-L9,2.44 ,-24.33%,,
1352,S10,P6,L10,S10-P6-L10,0.25 ,-29.78%,,
1353,S10,P6,L11,S10-P6-L11,0.49 ,-12.08%,,
1354,S10,P7,L1,S10-P7-L1,0.07 ,11.08%,,
1355,S10,P7,L2,S10-P7-L2,0.50 ,45.77%,,
1356,S10,P7,L3,S10-P7-L3,0.18 ,32.85%,,
1357,S10,P7,L4,S10-P7-L4,0.66 ,-55.76%,,
1358,S10,P7,L5,S10-P7-L5,0.24 ,-13.04%,,
1359,S10,P7,L6,S10-P7-L6,0.10 ,1.38%,,
1360,S10,P7,L7,S10-P7-L7,0.34 ,-16.85%,,
1361,S10,P7,L8,S10-P7-L8,0.07 ,-11.01%,,
1362,S10,P7,L9,S10-P7-L9,0.44 ,-20.37%,,
1363,S10,P7,L10,S10-P7-L10,0.16 ,-33.18%,,
1364,S10,P7,L11,S10-P7-L11,0.10 ,-12.63%,,
1365,S10,P8,L1,S10-P8-L1,0.11 ,-0.74%,,
1366,S10,P8,L2,S10-P8-L2,0.72 ,46.98%,,
1367,S10,P8,L3,S10-P8-L3,0.32 ,46.47%,,
1368,S10,P8,L4,S10-P8-L4,1.80 ,-60.32%,,
1369,S10,P8,L5,S10-P8-L5,0.42 ,-17.48%,,
1370,S10,P8,L6,S10-P8-L6,0.14 ,-1.90%,,
1371,S10,P8,L7,S10-P8-L7,0.55 ,-20.54%,,
1372,S10,P8,L8,S10-P8-L8,0.06 ,-15.64%,,
1373,S10,P8,L9,S10-P8-L9,0.33 ,-16.42%,,
1374,S10,P8,L10,S10-P8-L10,0.15 ,-31.74%,,
1375,S10,P8,L11,S10-P8-L11,0.10 ,-14.09%,,
1376,S10,P9,L1,S10-P9-L1,0.21 ,2.23%,,
1377,S10,P9,L2,S10-P9-L2,1.14 ,42.00%,,
1378,S10,P9,L3,S10-P9-L3,0.32 ,47.60%,,
1379,S10,P9,L4,S10-P9-L4,2.76 ,-62.61%,,
1380,S10,P9,L5,S10-P9-L5,0.77 ,-20.98%,,
1381,S10,P9,L6,S10-P9-L6,0.22 ,-1.02%,,
1382,S10,P9,L7,S10-P9-L7,1.20 ,-25.41%,,
1383,S10,P9,L8,S10-P9-L8,0.14 ,-19.12%,,
1384,S10,P9,L9,S10-P9-L9,1.00 ,-24.87%,,
1385,S10,P9,L10,S10-P9-L10,0.16 ,-28.19%,,
1386,S10,P9,L11,S10-P9-L11,0.11 ,-9.62%,,
1387,S10,P10,L1,S10-P10-L1,0.12 ,3.20%,,
1388,S10,P10,L2,S10-P10-L2,0.60 ,44.31%,,
1389,S10,P10,L3,S10-P10-L3,0.11 ,42.72%,,
1390,S10,P10,L4,S10-P10-L4,0.79 ,-55.96%,,
1391,S10,P10,L5,S10-P10-L5,0.16 ,-22.16%,,
1392,S10,P10,L6,S10-P10-L6,0.10 ,5.24%,,
1393,S10,P10,L7,S10-P10-L7,0.53 ,-18.68%,,
1394,S10,P10,L8,S10-P10-L8,0.15 ,-9.19%,,
1395,S10,P10,L9,S10-P10-L9,0.52 ,-13.44%,,
1396,S10,P10,L10,S10-P10-L10,0.20 ,-32.73%,,
1397,S10,P10,L11,S10-P10-L11,0.07 ,-11.15%,,
1398,S10,P11,L1,S10-P11-L1,0.10 ,7.95%,,
1399,S10,P11,L2,S10-P11-L2,0.50 ,46.98%,,
1400,S10,P11,L3,S10-P11-L3,0.17 ,51.11%,,
1401,S10,P11,L4,S10-P11-L4,0.97 ,-56.08%,,
1402,S10,P11,L5,S10-P11-L5,0.14 ,-19.75%,,
1403,S10,P11,L6,S10-P11-L6,0.16 ,9.31%,,
1404,S10,P11,L7,S10-P11-L7,0.70 ,-16.08%,,
1405,S10,P11,L8,S10-P11-L8,0.12 ,-11.34%,,
1406,S10,P11,L9,S10-P11-L9,0.47 ,-16.91%,,
1407,S10,P11,L10,S10-P11-L10,0.44 ,-51.08%,,
1408,S10,P11,L11,S10-P11-L11,0.03 ,-27.64%,,
1409,S10,P12,L1,S10-P12-L1,0.36 ,1.13%,,
1410,S10,P12,L2,S10-P12-L2,1.04 ,43.55%,,
1411,S10,P12,L3,S10-P12-L3,0.31 ,50.75%,,
1412,S10,P12,L4,S10-P12-L4,2.48 ,-56.09%,,
1413,S10,P12,L5,S10-P12-L5,0.76 ,-20.04%,,
1414,S10,P12,L6,S10-P12-L6,0.17 ,3.41%,,
1415,S10,P12,L7,S10-P12-L7,1.32 ,-21.16%,,
1416,S10,P12,L8,S10-P12-L8,0.32 ,-12.60%,,
1417,S10,P12,L9,S10-P12-L9,0.79 ,-21.92%,,
1418,S10,P12,L10,S10-P12-L10,0.38 ,-45.72%,,
1419,S10,P12,L11,S10-P12-L11,0.09 ,-17.34%,,
1420,S10,P13,L1,S10-P13-L1,0.14 ,3.19%,,
1421,S10,P13,L2,S10-P13-L2,0.57 ,42.48%,,
1422,S10,P13,L3,S10-P13-L3,0.30 ,44.23%,,
1423,S10,P13,L4,S10-P13-L4,1.19 ,-54.06%,,
1424,S10,P13,L5,S10-P13-L5,0.27 ,-18.29%,,
1425,S10,P13,L6,S10-P13-L6,0.33 ,16.82%,,
1426,S10,P13,L7,S10-P13-L7,0.62 ,-15.68%,,
1427,S10,P13,L8,S10-P13-L8,0.14 ,-8.46%,,
1428,S10,P13,L9,S10-P13-L9,0.29 ,-15.59%,,
1429,S10,P13,L10,S10-P13-L10,0.31 ,-41.06%,,
1430,S10,P13,L11,S10-P13-L11,0.07 ,-15.90%,,
